Temperature,Pressure,Soil_Moisture,Humidity,Irrigation_Status
21.236203565420873,1014.3991756567185,60.41875467631769,65.80144250738391,Wet
38.52142919229749,1061.0864658599974,58.10981030891894,25.602279883615566,Moist
31.959818254342153,1052.0321859580317,16.702793906435037,36.96308680176173,Dry
27.959754525911098,930.7799809387548,74.580068343406,74.15755425354754,Wet
14.680559213273096,929.8498939482948,49.79305415097737,57.00800975751738,Moist
14.67983561008608,953.6348735489827,35.4607864794979,84.95783432509313,Moist
11.742508365045984,972.2149452682074,62.957700844671464,50.0125985838948,Wet
35.98528437324806,981.6911162816965,28.015582088114385,80.88686560697462,Dry
28.033450352296263,1035.9394433666691,58.54568859324243,51.42688062347663,Moist
31.242177333881365,911.3360864331671,12.779784530057306,88.54737950913896,Dry
10.617534828874074,906.9345408452133,68.75856263264905,87.18840669792138,Wet
39.097295564859834,978.3821125887819,41.371959291492296,43.03956938892562,Moist
34.97327922401266,1039.4327384275962,54.56850400505592,82.01465692917623,Moist
16.370173320348286,938.6870685912966,25.486647386467858,79.33279619509545,Dry
15.454749016213018,1028.3008962512504,57.395159886091356,34.747627812929395,Moist
15.502135295603015,951.9656275880599,64.05681931252937,63.70032805482888,Wet
19.127267288786133,1077.2172217627033,43.12492308190791,25.08776209128704,Moist
25.742692948967136,1079.1379888533233,53.2408846843256,78.56975044084231,Moist
22.958350559263472,959.4574408562653,41.9428146675679,32.21821184524476,Moist
18.736874205941255,945.9987507926481,72.5863958480492,24.957029097003517,Wet
28.355586841671386,982.2607944132462,44.85084263600234,48.01533668771678,Moist
14.184815819561255,948.1063170360297,68.92660963201732,60.38454970197505,Wet
18.764339456056547,1034.4767686583407,66.0946440789174,79.84418709918397,Wet
20.99085529881075,1065.2129369096572,38.73533749438496,88.19697678652156,Moist
23.682099526511077,1034.6184261822434,26.10591443002325,50.764475879890455,Dry
33.55527884179041,1064.87008944987,38.42574927918397,24.231284608968913,Moist
15.990213464750791,979.3984324414948,67.8352163042654,72.43809053181096,Wet
25.42703315240835,931.2633941417722,25.934277507357464,59.56212793567562,Dry
27.772437065861276,1047.5901894795184,46.71054421004246,51.35239413911242,Moist
11.393512381599932,972.0949010283108,66.42677235725233,41.64882151545328,Wet
28.22634555704315,1034.2541650458265,34.74342325898651,55.167896949047496,Moist
15.115723710618745,954.1287883963531,54.954674590188816,43.707572311992166,Moist
11.951547789558386,916.2459269613346,27.194210183417017,72.99083074231521,Dry
38.466566117599996,1098.5163590975526,17.649561175771193,58.072558754484874,Dry
38.96896099223678,931.2403015861198,65.60689575649994,81.37934419078783,Wet
34.25192044349383,1097.6841987926962,16.927803638609475,58.04807402546095,Dry
19.13841307520112,1095.4559865132894,28.99669765557092,36.6783689337951,Dry
12.930163420191516,1058.7636207816079,69.85765953982082,79.57643175625012,Wet
30.526990795364707,1031.8845924163995,34.2528500955067,59.00533314510307,Moist
23.20457481218804,1015.561410050217,78.11317446599128,34.478872670049284,Wet
13.661147045343364,1073.220309075567,78.58140343417018,63.64554669693555,Wet
24.855307303338105,957.8879043238976,28.77932143174897,45.04017354596993,Dry
11.031655633456552,993.5362424969754,12.868475557492332,79.10839286044461,Dry
37.27961206236346,1023.8779938733004,59.35442989437654,51.730981705258,Moist
17.763399448000506,982.2380951738983,41.56905518538406,70.85089506751916,Moist
29.87566853061946,985.4972908180536,17.052699077170338,26.687534534536603,Dry
19.35133228268233,966.0569335004169,59.526597328463,47.72170424116423,Moist
25.602040635334326,1012.8463633369072,12.182243637834485,88.82690055306792,Dry
26.40130838029839,1070.114905603023,70.91376833445695,76.59222026340038,Wet
15.545633665765811,940.3056756012626,19.70567703793126,31.195856165685004,Dry
39.08753883293676,1086.8866077506882,18.91183151227075,39.44348346340786,Dry
33.253984700833435,1037.8175307496458,22.297060857800915,43.087106619945274,Dry
38.18496824692568,1064.6546425360061,77.21864509444465,65.5255892346812,Wet
36.844820512829465,1011.2381385260023,58.52185521776922,72.98963316427589,Moist
27.936999364332554,1055.9033402848127,66.09600748245457,72.46686261655368,Wet
37.6562270506935,903.2400794678935,37.83444900129271,55.691183941448195,Moist
12.654775061557585,1063.676084955907,33.54189092534689,76.75743764867059,Moist
15.879485872574357,908.0277718170734,26.413880474821894,50.59546579302325,Dry
11.356818667316142,1077.9826752725726,43.645361981868625,28.671639570689333,Moist
19.759909922897933,1098.3925494477287,48.6280113473918,59.51092891576693,Moist
21.660318690684463,958.8134924353556,54.22423905569288,86.66109692207746,Moist
18.140470953216877,942.0637112571587,27.998295279908618,75.5095555974758,Dry
34.86212527455788,1053.0726727716083,76.40578566320934,60.509045338456964,Wet
20.70259980080768,950.6052681840506,21.88309487449951,65.27639622443678,Dry
18.428035290621423,1073.1124766344408,77.59572223364886,85.13934189249008,Wet
26.280882494747456,920.5685184314954,11.039928575525265,49.98399561044724,Dry
14.22772674924288,925.1910392758716,43.678798427179196,43.19758972598461,Moist
34.06590942262119,1095.8303110201232,33.3357486681594,88.40690955003143,Moist
12.236519310393124,1034.7677796540008,41.438638975117556,80.44101934572333,Moist
39.60660809801552,1069.3774448857905,49.946520528655235,42.61305092330217,Moist
33.16734307889972,964.8658754703036,40.491241060889635,52.4646418152646,Moist
15.961470446025173,1035.2967499041208,39.03927952111165,49.055469030545936,Moist
10.165663513708072,1018.8483654617195,61.290639078931456,30.436697507000375,Wet
34.463842853645026,1020.6300240245894,58.01133925605252,87.04735266692813,Moist
31.205720315428515,1036.5064919075444,68.32898974250935,48.301870185383116,Wet
31.87021504122962,1015.0718346258197,27.49712868676469,81.27303578465356,Dry
33.13811040057837,985.8124738605331,52.66699568278445,33.25493593764655,Moist
12.22133955202271,955.1845388761094,50.96363497749977,58.350956744605384,Moist
20.753971856328178,1053.7162661826403,35.88164676108821,21.677296958698886,Moist
13.476071785753891,945.2544860006373,44.02402793318766,73.4954338689616,Moist
35.89310277626781,1038.4708612308827,31.96475003140101,60.66397287723949,Moist
28.698943804826737,946.6665645298654,19.929107833188965,63.79127084288269,Dry
19.926940745579476,1025.0660339908907,24.966084746391296,23.620461778825742,Dry
11.906750508580709,1049.4156534258059,17.385955248084077,34.772683114603076,Dry
19.329469651469864,943.7427777813078,57.81487026330869,25.20316106475061,Moist
19.75549966080241,911.9886601722617,56.25091751764061,40.22400210626682,Moist
31.88818535014192,926.1947485988348,76.54244601059109,63.92073053775057,Wet
29.126724140656393,1021.199393454205,61.07748895530689,59.633018902216264,Wet
36.616382277289794,1069.8892812451472,13.643208712929201,62.85048751293732,Dry
24.16644775485848,908.9993642470848,71.89716217502679,58.4475889964526,Wet
13.58782737814905,1046.8302518083292,70.3872614062008,39.112015697310156,Wet
31.39734361668985,968.2637291900104,41.0324224540889,37.11552481410976,Moist
32.82355145850693,995.7056739839045,51.01041353695451,29.594177847560687,Moist
26.83831592708489,1085.771909969113,78.32548327307632,79.43496124324444,Wet
33.12901539863683,966.3943009471691,47.261305469371635,63.153555097887114,Moist
24.81386789093172,993.0673867878972,73.37252798632628,33.05577087528418,Wet
25.681984881459822,902.7364829521363,15.81271304671305,32.40465658748677,Dry
22.826230550756488,916.3197440009677,23.3736308096078,81.11249210682956,Dry
10.762573802322855,951.7183182269569,40.852846040892246,71.99116046343235,Moist
13.236742809799134,905.5704481642149,50.93297658361133,66.157935593376,Moist
10.942875570602027,1026.2750652096502,67.13594963039601,48.48048752775099,Wet
29.092312337913413,985.2796713603245,79.17834806002308,38.33828949949623,Wet
19.4306794322898,1009.6290405456044,37.21960475318815,88.56155341789766,Moist
25.257120734941083,934.929437179266,13.319094529805945,75.80677025159602,Dry
37.22699421778279,959.1864058873232,66.08200523067273,41.124545619539354,Wet
17.47876687446625,1032.764894970545,52.30665033579657,79.32953573949463,Moist
22.31148769106889,1093.06054472608,23.898000120774118,73.12523640302771,Dry
32.66653415629146,910.0833547204419,44.63799196349941,40.79563849145988,Moist
16.863944964748676,1078.0768641710533,61.961717187360705,49.85869979691478,Wet
12.309397294863789,1015.3762402622417,63.92882509480506,33.01674117737187,Wet
18.69254358741304,1012.7839133511247,44.97328883991334,27.773671106467653,Moist
14.836638617620132,1000.0557070415521,31.36501710902014,70.59334229877877,Moist
37.890929570277194,913.8788171808367,78.16198074269454,38.725830014770665,Wet
34.24361138693251,917.9753703472321,56.4353827669545,77.40415560223775,Moist
29.002112695312704,1020.1824011318172,38.57662635424091,89.69260980600983,Moist
36.143817705631534,968.1917142871116,29.63242569432567,25.363386975075407,Dry
34.110162306973436,1083.4536133155361,61.17720881024935,53.112458755859016,Wet
15.597101766581076,981.3181074718945,26.95284119156374,76.14437915175621,Dry
36.77676995469933,928.6562917405282,22.01969922815817,75.22656275788634,Dry
26.18026725746952,1042.9437667004072,47.08837222734492,73.19980108316778,Moist
34.22320465492187,958.670684288202,30.29911748508993,44.42964547113377,Moist
36.8827389977048,1005.0940614711786,54.023360144653054,51.76972789795366,Moist
19.540104249155917,1039.566557101034,18.255707241196344,61.64778501390292,Dry
13.301557735830302,1080.0528222404141,55.84587731971251,88.175840850128,Moist
16.83805487625825,1058.4382389603352,29.830756959839157,42.9283089656945,Dry
22.813233658787688,1035.2722135745448,10.01700541041589,84.62007214018004,Dry
34.54044297767479,1035.9266364790287,18.885524037192347,38.85498427263459,Dry
35.82191749769031,1089.1849288064172,75.35307644845659,89.23521258315932,Wet
10.208563915935722,959.1648194993072,70.71482473807504,66.91845807793142,Wet
25.32241907732697,900.2224188392374,26.35263224253658,52.44580362509856,Dry
22.52233009446337,954.3909118796397,64.48603331818438,62.937329964452346,Wet
16.663234314121908,943.5782759253487,52.6000115221782,39.077181832814475,Moist
13.595961020010485,1032.3669170227997,77.96332980149086,39.19217002580267,Wet
20.12845514210884,1026.7423199531058,36.15239616738414,27.94881806904457,Moist
38.287291117375574,1018.6922765409447,57.702242876201986,27.983520839377913,Moist
19.696087960622656,903.2486886418908,14.4475005696743,44.33702190282379,Dry
25.563718652300985,1045.7556108901294,37.737314277148414,73.39988345274602,Moist
31.090568766855334,964.7060824970984,77.46723628317264,62.55798173187137,Wet
20.90888807137882,1033.0111978013263,47.72866121150844,27.180919223171458,Moist
39.15346248162882,1011.3156857004307,30.151565233439122,79.65655674831376,Moist
38.87341884826334,968.5461850855814,18.418967419002477,62.09573388930465,Dry
17.553468874760924,926.9152534208215,59.24698381270713,87.25989037493459,Moist
24.91745517677156,918.8837795320962,55.13992304008087,66.91298271878452,Moist
19.026349294503092,1066.3036666224448,36.17570995226423,32.26224045929267,Moist
18.545214831324028,1083.6795084163116,76.5658946306084,53.16483536154756,Wet
11.106608420635984,1029.95760935286,11.554196909149523,65.39483182830429,Dry
28.286930019396905,920.6868229720967,31.260669614227805,21.97852907349844,Moist
25.080370696865845,980.4054433776481,74.4748640409707,21.043718490836554,Wet
11.54436253749968,1045.7878400210316,32.46548068236083,29.058210041899756,Moist
18.359393927098346,1055.9641768020135,27.657698369861926,37.616510453182954,Dry
37.24797657899961,923.6437244582178,47.39542869518731,50.06843864644729,Moist
17.186856720009175,900.0061437690765,67.66612249443764,54.12083316318519,Wet
14.346846162736693,1042.427409176121,17.220273261485275,29.661932625652774,Dry
24.68358280832689,971.3192351972411,76.01144967520153,67.13741053810816,Wet
39.56951362331802,950.8962663236521,65.65510168268148,61.729664318757436,Wet
17.261658145345013,902.5794939579051,22.687517888608635,40.61248691888122,Dry
30.164066422176358,1008.0598813523,59.84055728387139,20.956191840470442,Moist
32.84858845986153,1070.2301470851962,36.947110584629,25.435354074730352,Moist
17.12912631977199,1091.5263292545176,38.16062746534231,47.418634285758756,Moist
31.846490458355788,1013.1489901226579,64.83030647072064,30.778204581597876,Wet
21.033493981577596,1002.8922655479788,77.39493655865125,46.37737243035796,Wet
28.969174917807383,917.0112770978483,18.865911099303574,63.97278231572486,Dry
29.00589132282684,1009.77456030852,39.444116581517356,58.30661995154985,Moist
26.073240522242756,975.9958157930789,43.665912565901245,36.182311819617595,Moist
12.70869310163225,1021.4270561767154,36.341827186849834,44.06757438811267,Moist
35.05907486767714,977.7452695753093,35.42323866013575,62.98218389140554,Moist
19.623401949152075,948.0598246900734,13.658806729311758,80.25985196304141,Dry
15.595555311995627,918.9930550456753,57.98770343938363,72.72494071172142,Moist
11.223254246642917,962.9836889177791,40.53500919840317,58.73800187833905,Moist
27.726788295647253,919.3289668575504,23.63556618507487,45.360509882154034,Dry
30.326930855268472,935.3793901647967,67.12234516114478,45.55358942792638,Wet
